,0,1
Bell_et_al_2022,0.8285714285714287,0.0
Cui_et_al_2021,0.9089260460293808,0.0019711760524061834
Li_et_al_2022,0.4285714285714286,0.0
Sagong_et_al_2022,-0.1785714285714286,0.0445435403187374
Wei_et_al_2016,0.8132864571815157,0.05944673788380448
Sonnendecker_et_al_2021,0.730552019767088,0.011291328681679492
Zhang_et_al_2021,1.0,0.0
Tournier_et_al_2020,0.26639136229422206,0.010302276056857355
Joo_et_al_2018,0.6642882233344772,0.057850919536283116
Nakamura_et_al_2021,0.7376923825434137,0.017459468131805145
Liu_et_al_2018,0.654338939586164,0.032257540041658976
Han_et_al_2017,0.5664335664335665,0.11551992254884719
Son_et_al_2019,0.13488659800790456,0.10412711266353067
Erickson_et_al_2022,0.8602434537090875,0.03176456259938289
Then_et_al_2016,0.6386780131801736,0.07526892568574202
Ma_et_al_2018,-0.5333333333333333,0.01571348402636772
Wang_et_al_2022,0.8674165535724329,0.03941300403062702
Xi_et_al_2021,0.5,0.0
Chen_et_al_2021,0.8010180359621609,0.008805976191792391
Brott_et_al_2021,0.7647328842025763,0.0
Guo_et_al_2022,0.30209647059418515,0.06368074119072131
Furukawa_et_al_2019,0.7214687086640126,0.004305108998398492
Zeng_et_al_2022,0.6552645047315592,0.020446434817949447
